onset	duration	trial	trial_type	target_s	response_time	hit	total_gain	iti
12.0001	10	1	-$0	0.25	0.24145	1	$0.00	6
26.0008	10	2	-$1	0.25	0.23161	1	$0.00	6
40.0009	6	3	+$0	0.25	0.21111	1	$0.00	2
50.0011	8	4	+$5	0.25	0.23585	1	$5.00	4
62.0011	10	5	+$0	0.25	-1	0	$5.00	6
76.0008	8	6	+$0	0.25	-1	0	$5.00	4
88.0008	10	7	-$5	0.25	0.24031	1	$5.00	6
102.0008	6	8	-$1	0.25	0.24203	1	$5.00	2
112.0008	10	9	+$1	0.25	0.2448	1	$6.00	6
126.0008	8	10	-$0	0.25	-1	0	$6.00	4
138.0007	10	11	+$1	0.25	-1	0	$6.00	6
152.0008	6	12	+$5	0.25	-1	0	$6.00	2
162.0008	8	13	-$5	0.25	-1	0	$1.00	4
174.0007	8	14	+$0	0.27	-1	0	$1.00	4
186.0008	10	15	-$1	0.25	0.22126	1	$1.00	6
200.0008	6	16	-$0	0.25	-1	0	$1.00	2
210.0008	8	17	-$1	0.23	0.21538	1	$1.00	4
222.0008	10	18	+$5	0.25	-1	0	$1.00	6
236.0008	6	19	-$5	0.25	0.24104	1	$1.00	2
246.0008	8	20	+$5	0.27	0.20458	1	$6.00	4
258.0008	6	21	+$1	0.25	-1	0	$6.00	2
268.0007	8	22	-$5	0.23	-1	0	$1.00	4
280.0014	10	23	-$1	0.21	-1	0	$0.00	6
294.0008	6	24	-$0	0.27	0.22262	1	$0.00	2
304.001	6	25	+$1	0.27	0.24534	1	$1.00	2
314.0008	10	26	+$5	0.29	0.28389	1	$6.00	6
328.0008	8	27	-$0	0.29	-1	0	$6.00	4
340.0008	10	28	+$0	0.29	0.28647	1	$6.00	6
354.0008	6	29	-$5	0.25	0.23818	1	$6.00	2
364.0008	10	30	+$1	0.29	0.2306	1	$7.00	6
378.0008	8	31	-$5	0.27	0.26919	1	$7.00	4
390.0008	10	32	-$0	0.31	-1	0	$7.00	6
404.0008	8	33	+$0	0.31	-1	0	$7.00	4
416.0012	6	34	-$1	0.19	0.18229	1	$7.00	2
426.0007	6	35	+$1	0.31	0.27471	1	$8.00	2
436.0007	8	36	-$0	0.33	-1	0	$8.00	4
448.0008	10	37	+$5	0.31	0.22978	1	$13.00	6
462.0008	6	38	+$0	0.33	0.2689	1	$13.00	2
472.0008	8	39	-$0	0.35	-1	0	$13.00	4
484.0008	10	40	+$0	0.35	0.27593	1	$13.00	6
498.0008	10	41	-$5	0.25	-1	0	$8.00	6
512.0008	8	42	-$1	0.17	-1	0	$7.00	4
524.0007	6	43	+$5	0.29	-1	0	$7.00	2
534.0008	8	44	-$1	0.15	-1	0	$6.00	4
546.0008	6	45	+$0	0.37	0.23817	1	$6.00	2
556.0007	10	46	-$5	0.27	0.24695	1	$6.00	6
570.0008	6	47	-$1	0.17	-1	0	$5.00	2
580.0008	6	48	-$5	0.29	-1	0	$0.00	2
590.0008	10	49	+$5	0.31	0.2711	1	$5.00	6
604.0008	6	50	-$5	0.31	0.19982	1	$5.00	2
614.0007	6	51	-$1	0.19	-1	0	$4.00	2
624.0007	10	52	-$0	0.37	0.29765	1	$4.00	6
638.0007	8	53	-$5	0.33	0.24729	1	$4.00	4
650.0008	6	54	+$0	0.39	0.24476	1	$4.00	2
660.0008	8	55	+$1	0.29	-1	0	$4.00	4
672.0006	10	56	-$1	0.21	-1	0	$3.00	6
686.0008	6	57	+$1	0.31	0.18083	1	$4.00	2
696.0008	8	58	+$1	0.33	0.28164	1	$5.00	4
708.0008	8	59	+$5	0.33	0.26559	1	$10.00	4
720.0008	10	60	+$1	0.31	0.26414	1	$11.00	6
734.0009	10	61	-$5	0.35	0.27308	1	$11.00	6
748.0008	6	62	+$5	0.31	0.25163	1	$16.00	2
758.0007	8	63	+$1	0.29	0.24111	1	$17.00	4
770.0008	8	64	+$1	0.27	-1	0	$17.00	4
782.0008	8	65	-$1	0.23	-1	0	$16.00	4
794.0008	6	66	-$0	0.39	0.25969	1	$16.00	2
804.0007	8	67	+$5	0.29	0.23824	1	$21.00	4
816.0008	10	68	+$0	0.41	0.24976	1	$21.00	6
830.0009	8	69	+$0	0.43	0.2767	1	$21.00	4
842.0008	10	70	-$0	0.41	0.24649	1	$21.00	6
856.0008	6	71	-$0	0.43	0.27944	1	$21.00	2
866.0008	6	72	+$5	0.27	0.23847	1	$26.00	2
